Tweet,Tweet Length
Barusan anak saya komen Pa gimana negara bisa bersih dari korupsi ponakan wapres aja mafia tanah! Saya jawab: Biar aja Presiden Wapres Kabinet MA BPK DPR dll semua korup. Biarkan seluruh manusia di bumi ini korup yg penting kita tidak korup #skeptismodeon https://t.co/KOy92ZdBrZ,43
pengin tahu fufufafa mimpin sidang kabinet tolong dong rekamannya pasang di sini.... #presiden,13
Salah satu kinerja awal yang menonjol dari kabinet ini. Hari minggu pun tetap dengan iringan patwal dan voorijder lengkap nguik..nguik.. #suram,21
@SINDOnews Jangan Diperiksa Dahulu Usia Kabinet &lt; 3 bulan. Biarkan Main Sirkus Untuk Hadiah Tahun Baru. Amankan ZA AK DI FD. Tidak Lulus Bekerja @kemkominfo = Penunjukan Vendor Langsung. @KejaksaanRI @DivHumas_Polri @KPK_RI @PPATK @undip @unpad @univ_indonesia,36
@PNS_Ababil Ini mantri ndeso yg blunder sejak hari 1 dilantik Menuju 100 blunder kabinet obesitas omon-omon ndasmu etik,18
@wawkoe @hasyimmah Cara yg Sama seperti MANTAN yg Membiarkan para menteri di kabinet Nya terutama para Ketua umum Partai yg punya kasus Korupsi Ujungnya dijadikan Sandera politik dan semua kebijakan politiknya berjalan mulus tanpa gangguan boleh jadi PS memakai Intrik politik yg sama,43
Mari kita telusur ke pelbagai dugaan dibalik pernyatan ex-menteri kominfo (skrg komdigi): 1. Pernyataan ini dpt jd pertanda bagi @prabowo selaku pimpinan kabinet rejim 2024 bahwa ada satu menteri di kabinetnya yg tidak percaya dgn proses seleksi. Yg mana bila itu terjadi,42
Rusak betul Kabinet Pak @prabowo. Begini yg mau bangun Indonesia Emas.,11
@tvOneNews Nyuruh kerja efisien tp kabinet nya gembul...,8
@geloraco 90 PERSEN KABINET PRABOWO ITU BANYAK YG TERSANDUNG KASUS..MAKANYA KALAU SETIAP ADA KASUS YG D TANGANI G AKAN MAKSIMAL,20
@msaid_didu keberadaan 2 konsultan pilpres mulyono di kabinet tanda nyata @prabowo ada dalam tekanan mulyono cs.,16
Halo #SobATRBPN Menteri ATR/Kepala BPN Nusron Wahid menghadiri Rapat Kabinet Paripurna bersama Presiden RI Prabowo Subianto. Pada kesempatan ini Menteri ATR/Kepala BPN menerima arahan langsung terkait penataan ulang aset tanah negara. https://t.co/7rAcjGRtCn,32
@Zay34562 Sekarang dinasti koruptor jkw masuk dlm kabinet pk prabowo dan ahir nya apa yg akan terjadi jujur aja jkw itu sebenar nya telah wajib di hukum mati,28
Rakyat sangat kecewa @Prabowo ! #DinastiMalingJokowi #DinastiMalingJokowi,7
@BANGSAygSUJUD @prabowo @0ctoberR1 @99propaganda @Alie_Fahnoor @are_inismyname @florieliciouss @gtobing2903 @Kimberley_PS08 @Ndons_Back @mas_veel @G3nX_files Itulah kecerdasan presiden Prabowo memilih dan melatih kabinet merah putih di Akmil agar punya daya tahan secara moral.,30
@JhonSitorus_18 Saya mulai ga suka dia adik ipar nya masuk ke kabinet trus dia sudah mulai nyindir2 ganjar.,18
Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional (ATR/BPN) Nusron Wahid menghadiri Rapat Kabinet Paripurna di Istana Negara pada Rabu (06/11/2024) sore. Ia mendapat arahan dari Presiden Republik Indonesia (RI) Prabowo Subianto https://t.co/SFN0iahWgc,33
@OposisiCerdas Jadi klo gitu gelar DR nya Bahlil itu bikinan orang. Jadi di kabinet merah putih itu ada DR orderan ada DR ( HC ) abal-2.,26
@tvOneNews Kabinet gemoy.. Lebih banyak pejabat dan staff nya.. Butuh Sarana kerja mobil dan peralatan kantor perjalanan dinas belanja modal rapat rapat... Apa itu ngga boros banget ,27
Sikap politik @Prabowo yang tidak muncul dari kehati2an telah sangat mengecewakan rakyat ! #DinastiMalingJokowi #DinastiMalingJokowi,15
Dana kabinet jg distop krn menterinya dan para anak buahnya banyak korupsi. Sangat jumbo pula korupsinya. Mau merampas hak desa atas dana desa saja pakai dalih kepala desa korupsi. Pdhl yg ngasih contoh korupsi jg para pejabat pusat,38
@EdanSingWaras @msaid_didu Ada orang itu di kabinet merah putih?,9
@CNNIndonesia Ga usahh lama2 pak @prabowo jangan jadi munafik untuk menjadi baikk Singkirkan @jokowi dan keluarga nyaa Serta para boneka jokowi di kabinet bapak,24
@liaasister Hukum Tatanegara tidak berlaku mutlak di negara ini entah karena mereka tidak mengerti atau tidak peduli sudah dilakoni sejak pembentukan Kabinet dan BadanÂ² / LembagaÂ² yang ngawurÂ²an itu.,29
Jika Prabowo ternyata menjadi Penerus Jokowi rakyat akan kecewa. #DinastiMalingJokowi #DinastiMalingJokowi Tahu kan kalo rakyat udah kecewa? https://t.co/m2QogwZSZO,18
@lihatdariatas @300TdiBUMN @JuxstLumos @CNNIndonesia Ya emg gue stju ga usah tebang plih kalau ad dri kabinet prabowo yg korup gue stju untuk ditindaki klo bsa dhukum mati. Lah kalian malah justru ngebelain gara2 oposisi dmana sih otak sehat kalian2 ini?,40
Presiden Prabowo Subianto dikelilingi oleh orang-orang dekat dan yang dipercayainya. Siapa saja dan apa peran mereka dalam Kabinet Merah Putih? #Polhuk #AdadiKompas https://t.co/NyUH4nwgsC,23
Viva Yoga soal Transmigrasi hingga Kabinet Gemuk Prabowo-Gibran. https://t.co/Sl8355Nryi,9
Susu sapi murni kok pada dibuangi sampe 200 ton kok belum ada mentri kabinet merah putih @prabowo bersuara ya..?? Katanya program makan bergizi gratis butuh susu sapi. Tapi kok ini malah pada dibuangi?? ,33
@BosPurwa @prabowo Tenang... mas gibran dah diasuh mulyono saat presiden ke LN ternyata di rezim skr ada PM-nya macam di kabinet sjahrir tinggal ubah aja UUD nya drpd malu2 &amp; malu2in begini yg msh maksa incharge ,36
@S4N_W1B1 Koplak tur ngawur presiden cuma punya visi missi program itu milik mentri kabinet utk mewujudkan visi misi presiden program &amp; kegiatan bkn urusan presiden tapi kabinet &amp; kepala daerah,30
Sudah kudoggy sejak pengumuman Kabinet.. NagaÂ²nya jd kacung dan jongosnya 9 Naga..,12
Mas. Eep.. yg jlas bnyk yg bilg dan prediksi bahkan dri senior2 Tni yg slama ini tegak lurus bhw tdk akn ada prubahan apa2 sama saja sprti Jkw Prabowo adalah kelanjutan Jkw dri awal kabinet saja sdh keliatan arah nya ngawur Bangsa ini lagi ketiban apes,46
Apa perbedaan Kabinet Indonesia maju dengan kabinet merah putih ini ? A Thread https://t.co/7DenekaFeK,14
@DS_yantie @emerson_yuntho @prabowo Indonesia emas tidak akan terwujud karena prasyaratnya banyak sekali klu mimpi aja boleh tapi yakinlah rezim ini nggak bisa utk membantu danÌˆ menyiapkan kearah sana karena ini bukan kabinet the dream team,35
@Andria75777 Kenapa menteri perdagangan menteri BUMN menteri ketahanan pangan menteri perindustrian menteri dalam negeri menteri seketaris kabinet gubernur jateng bupati dst nya tidak di demo besar-besaran ??,27
@DoankWarto Ketauan ni ye Ngarep banget Anies dijadikan salah satu menteri di kabinet Prabowo Punya malu dong dikit,18
@pwkjbrk @asumsico Pertama sesneg itu jabatan yg perlu ada. Jangan lu kira kayak sekretaris kelas. Tugas mereka itu ngurus administrasi kabinet dan protokoler. Kedua lu beneran nyamain permasalahan simple (sampah depan mata) sama permasalahan kompleks????,35
@BudiBukanIntel ini orang kasusnya distop apa gimana dah? Dulu sempet dilaporkan karena dugaan hoaks Prabowo hanya menjabat 2 tahun ... Barisan sakit hati gak diajak masuk kabinet langsung bikin statement negatif tentang Prabowo,33
Kegiatan berlangsung dalam empat diskusi panel dengan narasumber para menteri dan pimpinan lembaga tinggi negara Kabinet Merah Putih. Mengusung tema Implementasi Asta Cita Menuju Indonesia Emas 2045 Menteri Dalam Negeri Tito Karnavian dalam laporannya menyampaikan,35
@papa_loren Ini penilaian murni dari hati seorang akademisi bukan penilaian dari aparatur negara yang menjabat menteri kabinet,17
@ArdieSuhardi321 Klu isi nya mental maling yakinlah kabinet ini cuma basa basi aja nggak lebih baik dari sebelumnya kecuali Prabowo berani menjadi diri sendiri ..,25
6 Juru Bicara Baru di Kabinet Prabowo Intip Sederet Tokoh yang Pernah Jadi Jubir Andalan Presiden RI https://t.co/1V9uc2KQce,18
@MalaysiaGazette Kesian mca... bila preaiden takde jwtn dlm kabinet..terpaksalah jadi walaun2 main isu lapuk...,14
orang mana yang mau bayar pajak kalo tikus tikus kaya rafael alun ada di badan pajaknya? ada jaminan apa gua bayar pajak lebih bakal dapet fasilitas yg lebih baik juga? kemana larinya? apa hasilnya? untuk bayar utang bunga grgr program kaya ikn? kcic? gaji kabinet gendut lu?,47
@cnbcindonesia Kabinetnya aj orang itu aja isinya GK ada yg kompeten bgmna Indonesia mau maju pak ....... ganti presiden kabinet dagelan ,21
@PngAdilnR4kyt Pantesan Mulyono mengerahkan kekuatan yang maksimal untuk tetap berkuasa lewat orang orang nya yg ada di kabinet presiden Prabowo,20
Kabinet gendut isinya koruptor ngomongin naikin pajak buat welfare lucu bgt lu kek badut mampang,15
mending halu kpop drpda halu tu duit buat welfare wqwq bodoh bgt belain govt segitunya welfare mah bikin kaya dulu rakyatnya bukan dimiskinin mulu trs ngerampok lewat pajak pffffttttt buat kabinet gendut kali mending halu kpop sana dah,38
@cinnamongirlc Pecuma sih mao program pajaknya apa juga Selama ibu ini masih dlm kabinet....kita diperes Kl tau bakal pake ibu ini lagi ga bakal coblos yg joget2 ,27
Mustinya mereka diadili eh malah masuk kabinet jd pejabat! Rusak lu semua,12
Presiden Prabowo Subianto Tegaskan Pentingnya Komunikasi Terbuka di Kabinet Merah Putih https://t.co/FjF0ukXkkV ...,13
Gimana gak naik njir kabinet aja segemuk itu dgn para wakil mentrinya + dgn proker mereka butuh biaya gede. Awas aja ada thn ni dgr kasus korupsi ya sia pajak yg gua bayar ini buat kalian makan seenaknya.,38
@tempodotco ini maksudnya bikin kabinet rame2an?,6
@CNNIndonesia Gula beras &amp; minyak goreng termasuk bahan makanan pokok yg paling dibutuhkan jika menghadapi hari raya dan cadangan utk gagal panen dan bencana alam semua dibicarakan dan direncanakan dirapat kabinet jelas ada rekomendasi dan permintaan presiden utk impor,39
@DokFun @FNazy14 #MenolakLupa Sebelum Pram mundur dari Sekretaris Kabinet minta restu ke Jokowi. Ini fakta. https://t.co/itzVyHWIUz,16
Udh lumrah hari ini di kabinet prab jg ada ga punya nilai aja,13
@Kuror4bbit HAHAH tegur ajaa.. dulu pengalaman waktu gue di Badan Legislatif kampus saat itu BEM nentuin menteri &amp; staff kabinet gaada laporan ke kita jadi pas ada problem sama menterinya kita balikin ke mereka emang kalian laporan ke kami terkait penyusunan kabinet? wkwkw,43
@senituru Bisa bisa nya di raguin dia ngerti apa engga when dia update sendiri kegiatannya di akun resmi sekretariat kabinet,20
pak @prabowo jika anda ingin berhemat dimulai dr kabinet gemuk anda hemat disegala lini terutama rampingkan struktur kelembagaan staf ahli jubir aja sama 5 ckckck.,25
@prastow kabinet gemuk beserta badan turun lagi ke staf staf ahli busyet it digaji sama APBN pajak rakyat tuh...,19
Kmren kita Mengkritik bbrp Menteri dkabinet Prabowo Pendukung Prabowo Ngomong: Kalian mendukung aja gak tp kebanyakan Protes soal Kabinet Prabowo Lantas klw sprti injadinya. Boleh gk sih yg diPajaki it Pendukung Prabowo aja..? Klw blh kyk gtu gw JANJI deh gk bakalan protes lg https://t.co/HJj8S1jkIS,45
@PngAdilnR4kyt Pesimis liat kabinet saat ini bisa memihak rakyat kecil,10
@Anpaheim selamat deh pacar lu udah jadi menteri kabinet merah putih.,11
Orang tu marah krn ini negara minta duit mulu tp outputnya g berasa. Tiap hari kita liat kasus KKN di media massa kabinet gendut dan boros pejabat gak becus; masak kita mau percaya ngasih uang yg dicari susah payah ke pemerintahan macam ini? Trust is earned not given ih,49
@PngAdilnR4kyt Kalo Prabowo tdk bisa ngatasi masalah PIK2 dan tdk memecat para koruptor di kabinet nya sendiri Prabowo mundur saja.. artinya Prabowo melindungi para koruptor dan membiarkan para penjahat menguasai para cukong cukong tanah..,34
Buat kubu sebelah ngajuin pemimpin ga perlu yg pinter berprestasi tpi nurut dan bisa diajak kongkalikong.. Lihat saja menteriÂ² di kabinet Jkw yg terakhir.. Gpp bodoh yg penting bisa diatur.. https://t.co/t7dq716Myl,31
@KompasTV kirain kabinet gemuk udah ketampung semua ternyata masih banyak yg antri blm kebagian ,14
@DavidWijaya82 Begitu caranya menarik simpati ( suara ) pemilih saat kampanye. Setelah terpilih dan kabinet terbentuk Menteri-nya disuruh membantah. Yaaaa begitulah cara membodohi orang yg sudah bodoh ,27
@Mdy_Asmara1701 Sdh jelas itu Kabinet Gemuk jd pemborosan malah ditambah 50 Tenaga Ahli Profesional di Bidang Komunikasil Istana. Prosesnya pake Ilmu Nepotisme itu sdh dipastikan Diantaranya Keluarganya Teman2nya malah mungkin ada Nene n Kakenya.,34
@tempodotco Hr ini wowo msh omon omon blm ada bukti realitas nya mlah sebaliknya terbukti warna kabinet nya msh orang2 mulyono..,21
@molidahm @cinnamongirlc Aturan yg mana? G perlu konfirmasi karena sdh pasti lewat rapat kabinet.,14
@msaid_didu Suudzon! Tak Terbantahkan Krn Emoci Tiket Kursi Kabinet Full House @DivHumas_Polri @Puspen_TNI @KPK_RI @undip @BPPT_RI @BukitAsamPTBA @KomnasHAM @itbofficial @ipbofficial,20
@tulunsokit Sudah tiba masa menteri2 kabinet potong gaji dan elaun pastu agih ke KKM jelah.,15
@cinnamongirlc demen ngutang selalu tangan di bawah pdhl harta byk cuma males kelola jd disewa/jual ke aseng trus duitnya utk bancakan. Bgmn mau makmur rakyatnyaâ€ï¸duit hasil penjualanan aset n SDA selalu jd banckan circlenya..huh!! kabinet fufufafa huhuhaha di negeri konoha.pretlah,40
Menteri rasa ajudan. Begitulah analisa teman saya melihat menteri sekretariat kabinet dan menteri luar negeri. Menteri luar negeri tanpa pengetahuan hubungan internasional karena background sekolahnya gak ada bau HI sama sekali. Menterinya ya Prabowo sekaligus merangkap Presiden.,37
@kafiradikalis @aniesbaswedan PKS yg duluan hianati Anis dgn tiba2 loncat pagar dukung RK di Pilgub DKI dgn imbalan dpt slot di Kabinet Gemoy &amp; slot Cawagub DKI. Gak ada omon2 apalg kulo nuwun/menghargai Anies. Trs ente msh ngarep Anies dukung Paslon RK-Suswono di Pilgub DKI? PKS mgkn udh gak tahan bokek https://t.co/TKH71IqdAf,52
@DedynurPalakka Asseek Dedy lgi mulai ngejilatin Kk nya Majikan biar dpt jatah posisi dlm kabinet seperi Dedek Masa kalah sama Si Dedek padahal anda paling depan ngebela majikan dan keluarganya,30
Bisa menjadi satu alasan untuk segera menghentikan pekerjaan yg tidak bermutu. Lagian sekelas Wapres kok bikin meja aduan. Buat apa ada Kabinet dan jajarannya? Buat apa ada Pemerintah Daerah? ,29
Setuju abdi kang. Emang pemerintah skrg guoblok pake nemen. Kabinet balas jasa ga mandang kompetensi.,15
Senin 18-112024. Sekretaris Kelurahan Lebakgede Menghadiri Desiminasi HAM Peningkatan Kapasitas dan Implementasi Nilai Hak Asasi Manusia di Lingkup Pemerintah Daerah Dengan Terbentuknya Kementerian Hak Asasi Manusia pada Kabinet Merah Putih bertempat di Hotel Sukajadi Bdg. https://t.co/84mIiyZYNQ,36
Kayaknya 100 hari pertama Prabowo suruh satu kabinet khataman Paradox Indonesia.,11
Salah satu langkah nyata dari langkah pemerintah oleh Presiden @prabowo dalam menegakkan hukum di Indonesia bravo Kabinet Merah Putih ! #IndonesiaTegasHukum https://t.co/WizCUWCfb7,22
@Kopipait__78 @bamssoesilo1302 @psi_id Dia bukannya masuk kabinet yaa Oo iyaa kabinet sekarang mah boleh apa aja,16
@cnbcindonesia Pulang dari sono pak @prabowo bubarin kabinet bapak ganti sama orang kompeten mentri cukup 17-25 orang.,17
Presiden Prabowo Subianto telah menunjuk menteri bidang pendidikan baru untuk menggantikan Menteri Pendidikan Kebudayaan Riset dan Teknologi (Mendikbud Ristek) Nadiem Makarim yang masa jabatannya telah selesai. Siapa Saja Menteri Pendidikan Kabinet Prabowo Subianto? https://t.co/HpywdEkCdn,34
@Rosses1Black Sri Mulyani.. Pajak KORSEL sangat besar di bandingkan Indonesia.. Waduuh ..Dosa apa Indonesia kok Kabinet Prabowo lucu2.. Wapres juga lucu2.. Kabinet fufu fafa...,24
@democrazymedia Fufufafa mau mengadu ke bapaknya bapaknya sudah tidak berkuasa lagi bahkan sdh tidak dianggap di kabinet Prabowo karena hutang yang membengkak dan melanggar kontitusi,25
@H4T14K4LN4L42 @prabowo @Gerindra 1) Tdk sulit membaca Prabowo. Janji2 yg melambung tdk realistis tdk berbasis data. 2) Apa2 yg DIINGINKAN bertolak belakang dng keputusan yg DILAKUKAN mis: Kabinet OBESITAS yg berisi MISFITS &amp; MISMATCH. 3) Prbw tahu bhw bnyk Masy akan tersihir dng Kunjungan2 ke LN,46
Husen for Indonesia Kabinet Merah Putih! ,6
@03__nakula Bagaimana ingin APBN sehat jika anggota kabinet tambah stafsus juga utsus tambah anggaran untuk IKN bertambah belom lagi anggaran untuk makan siang gratis... Coba anggaran2 tsb.dipangkas atau dihilangkan pasti APBN sehat tanpa membebani rakyat,35
@nft_lucee @ExsaDika @angelettexoxo Kan ganti presiden Kabinet ya dirombak. Aju banding bisa ke tuan Dikaexsa bang. Lumayan anggaranya,18
 Mentri kabinet baru sedang membenahi dan merancang kurikulum yang kemungkinan baru. Here we go again https://t.co/tAq80pf9gS,16
Turut mendampingi Presiden Prabowo dalam pertemuan tersebut yakni Menko Perekonomian Airlangga Hartarto Menteri Luar Negeri Sugiono Wakil Menteri Keuangan Thomas Djiwandono Sekretaris Kabinet Teddy Indra Wijaya dan Dubes Indonesia untuk Brasil Edy Yusop.,33
@msaid_didu Tenggelamkan kabinet Kroni Mulyono dan Timbulkan kabinet Zaken Prabowo timbul/tenggelam bersama rakyat...,13
Alumni UNDIP di Kabinet Merah Putih Balik Kampus Bareng &amp;lsquo;Rosi on Location&amp;rsquo; https://t.co/s7eZdZRHy5,13
@indramadong @Heraloebss Maksudmu sebodoh itu rafli masuk kabinet tanpa memikirkan Laporan harta kekayaan ? ,14
@narkosun Awal kabinet terbentuk Beberapa kementrian anggaran kurang dan mengajukan lagi Alhasil fix tahun depan 12 % Padahal gaji aja naik gak seberapa Bgmn rakyat makmur Saat ini aja sudah tercekik Turun kebawah Bagaimana daya beli dimasyarakat?,37
@prabowo Kalau kabinet bapak kunjungan ke luar negeri jika menggunakan peci serasa wibawa Indonesia ada ini budaya Indonesia kalau peci hitam simbol dari Soekarno,24
@mbienyambay2 KABINET ISI NYA BANYAK KORUPTOR DAN BACKING JUDUL.....INI BARU FAKTA,11
@Fatrah_neo170 @MardaniAliSera Ada Yassierli yg jadi Menaker dia guru besar ITB yg diusulkan PKS buat masuk kabinet googling aja banyak kok sumber beritanya,23
Thomas Djiwandono resmi dilantik sebagai Wakil Menteri Keuangan II dalam Kabinet Merah Putih pada 21 Oktober 2024. Dengan pengalaman solid di bidang keuangan negara ia siap membawa Indonesia menuju kemajuan. Berikut profil lengkapnya: https://t.co/4EWUFMWJ04,34
KETUA MPR SEBUT MENTAN AMRAN SEBAGAI MENTERI KABINET MERAH PUTIH BERKINERJA TINGGI https://t.co/H3kb3g3lIN #kabarikaid #kabarika #mpr #ketuampr #mentanamran #andiamransulaiman https://t.co/e6i3L20phk,20
Keteguhan sang Jenderal Prabowo untuk membasmi korupsi patut diapresiasi namun semua harus diawali dari orangÂ² kabinet yang terindikasi korupsi karena membasmi korupsi tidak cukup dengan keinginan atau omonÂ² saja __________ #KonspirasiJahatPIK2 #KonspirasiJahatPIK2 https://t.co/myvo66MBRw,33
