Tweet,Tweet Length
Orator di Aksi 411: 90% Menteri yang ada di kabinet saat ini adalah koruptor semua . Termasuk Budi Arie? #Reuni411IslamBangkit https://t.co/gaWVBuZPb4,21
@JhonSitorus_18 Gmn mau diterima masuk kabinet kalo kelakuan buzzer gini.. Udh mahasiswa goblok kuliah 9 thn ga lulus... Sok komenin org yg mungkin kuliah 3 5thn aja dah kelar bahkan s2 s3.. Lah si @JhonSitorus_18 s1 aja ga lulus..,39
@antaranews Mental dan karakternya yg dibenahi pak @prabo... pemenuhan materi tidak akan ada cukupnya ... jika melihat acara pelantikan kabinet kemarin dengan membawa istri masing2x kelihatan menjadi ajang flexing tas yg dibawanya ...,33
@msaid_didu @jonferiando @prabowo Jangan munafik pak jadi staf khusus menhan kan lumayan sambil menunggu reshuffle 100 hari kabinet,18
@mapedos01 Maju untuk kepribadian nya Memperkaya diri sendiri Menjijikan amat kabinet kepemimpinan di isi sama manusia2 rakus,17
Rapat dg #PanSus @DPR_RI Di akui Alokasi Kuota Haji adh #Kewenangan #Mentri_Agama Kabinet [2019-2024] @Kemenag_RI cmana nih Yakult (?) Cc @DPDRI @mprgoid @KejaksaanRI @tempodotco @KejaksaanagungR @jokowi @prabowo @NahdatulUlama1 @tempodotco @BPKHRI https://t.co/BsS592yRQw,31
@PraBagoes @prabowo Ini orang gila. Masak pak @prabowo memelihara orang gila di kabinet?,13
@_Haris_Srg @prabowo 1) Orang NAIF yg percaya Prabowo mau pemerintahan bersih dengan BENAHI SISTEM. 2) Pidato2nya memang menjanjikan . Prakteknya Kabinet diisi MISFITS &amp; MISMATCH dan orang2 terindikasi TIDAK BERSIH. 3) Emangnya Indonesia bisa dibersihkan cuma dng pidato2?,38
@proclaro_lover @PartaiSocmed @Intel_Imut Selama geng caplin ga bisa masuk kabinet ya gosok terus adu domba ,15
 Kita sudah mendapat arahan Bapak Menteri bahwa pada Era Kabinet Merah Putih ini adalah era pengendalian yang akan mendominasi pekerjaan. Jadi tata ruang dan pengendalian sebagai panglimanya pertanahan saat ini.,30
Daerah pada Kamis (31/10/2024) di Hotel Sutasoma Jakarta. Kegiatan ini dibuka langsung oleh Direktur Jenderal (Dirjen) PPTR Jonahar yang menyampaikan arahan terkait tugas pengendalian dan penertiban di Era Kabinet Merah Putih.,31
Kementerian Kebudayaan baru di Kabinet Merah Putih dilantik. Pelaku seni dan budaya harapkan hal ini. via @detik_pop https://t.co/jxwkRj8bMZ,18
Komisi II Dewan Perwakilan Rakyat Republik Indonesia (DPR RI) untuk pertama kalinya. Rapat yang membahas Target dan Capaian Tahun Anggaran 2024 serta Program 100 Hari Kerja Kabinet Merah Putih ini digelar di Gedung Nusantara DPR RI Jakarta pada Rabu (30/10/2024).,40
@bintangmhyn Suasananya lebih dahsyat daripada reshuffle kabinet ,7
Gelar Evaluasi Hasil Pengawasan dan Pengendalian Hak Atas Tanah Dirjen PPTR Sampaikan Tugas Pengendalian dan Penertiban pada Era Kabinet Merah Putih Cek berita selengkapnya https://t.co/XUEqDOgzD6 #KementerianATRBPN #MelayaniProfesionalTerpercaya #MajuDanModern https://t.co/qIAvWAXlJJ,29
 Design by nazwa Caption by sunia Uploaded by rai Himpunan Mahasiswa Sastra Arab 2024 Kabinet El-Ittihad Departemen Penalaran Intelektual,19
Selamat atas prestasi yang menginspirasi! Semoga terus menginspirasi dan membawa nama baik Sastra Arab ke kancah nasional. Design by shafira Caption by Salma Lutfiah Uploaded by rai Himpunan Mahasiswa Sastra Arab 2024 Kabinet El-Ittihad Departemen Hubungan Internal,37
@OposisiCerdas Kabinet dan lembaga negara bapak gemukkan berarti anggarannya banyak kesedot kenapa sekarang bapak minta orang sisihkan Rp 100 rb/bulan untuk seragam ambil saja dari makan siang gratis,28
@DedynurPalakka @AndriAgust92281 Mestinya mentrinya yg dulu di Keluarkan aja dari kabinet Prabowo bikin Malu dan Bikin Rusak Negara ini..,19
Dia positif dia Akan bantu membawa Perkara ini ke Mesyuarat Jemaah Kabinet pada Rabu ini. Kita berdoa dan berharap jangan lah Sabah dibiarkan bergelap pada Januari 2025.,27
Menteri ATR/BPN Nusron Wahid bersama Wamen ATR/BPN Ossy Dermawan mengikuti Raker Bersama Komisi II DPR RI untuk pertama kalinya. Rapat yang membahas Target dan Capaian Tahun Anggaran 2024 serta Program 100 Hari Kerja Kabinet Merah Putih ini digelar di Gedung Nusantara DPR RI. https://t.co/M4OVRgD37g,44
Kabinet Merah-Putih Prabowo Subianto untuk terus memperkuat komitmen utk menciptakan masa depan yang lebih hijau &amp; berkelanjutan melalui berbagai langkah strategis demi mewujudkan kemandirian Energi nasional. #EkonomiNasional #IndonesiaMandiri #PerekonomianNasional #IndonesiaKiat https://t.co/MQq6cmad2K,31
Mengingat dia melanjutkan beberapa menteri dari Jokowi juga ditarik dalam Kabinet Merah Putih.,13
Selain itu Hendri tak menutup kemungkinan Prabowo juga melaporan pekerjaan di Kabinet.,12
Sekretaris Fraksi Golkar DPR RI Mukhtarudin mendorong bahwa kabinet Merah-Putih Prabowo Subianto untuk terus memperkuat komitmen untuk menciptakan masa depan yang lebih baik. #EkonomiNasional #IndonesiaMandiri #PerekonomianNasional #IndonesiaKiat #IndonesiaMaju #KemandirianEnergi https://t.co/un516pyCjf,30
@AbiebSyah087021 @mardigu024 @prabowo Betul jangan sampai STAMPLE KABINET LANJUTAN DAN KEBIJAKAN LANJUTAN UNTUK MEMBUNGKAM LAWAN POLITIK SEMAKIN NYATA TERLIHAT,19
@mapedos01 Yang MENTAL KULI .... MINGGIR @mapedos01 ... Mereka SUDAH TERKENAL dan SUKSES sebelum masuk kabinet ..,17
Kalau DiIndonesia Kalau Tim Pemenangan Seperti Kamu Itu Elon Musk Sudah Duduk DiKursi Kabinet Apakah Kamu Juga Seperti Itu Elon Musk Akan Diangkat Donald Trump NantiX Ikut Gabung DiKursi Parlemen.? ,30
@vanc1Bozz @prabowo Mending hokage ngegaji kabinet gemuknya n mending kasihdepeer uangtambahan tunjangan 50jt. Wkwkwkw,14
Kalo mainnya aturan menteri di kabinet terduga korupsi di copotin ada Airlangga Zulhas Dito siapa lagi?,16
Padahal kabarnya ini kabinet super kuat. Mayoritas kekuatan ada disini. Saya menyebutnya Kabinet Kaki Tiga karena ini adalah penyatuan tiga kekuatan : TNI/Polri - Oligarki dan Parpol - Kaum Kiri.,30
KABINET TIGA KAKI YANG RAJIN MENGELUH... . . Kabinet Gemoy yang baru dilantik belum sebulan lalu sudah mulai bekerja. Dan untuk saya yang menarik adalah bahkan sebelum mulai bekerja beberapa diantara mereka sudah mulai kerja besar yakni berkeluh kesah.,39
@JhonSitorus_18 @__AnakKolong @Anak__Ogi @DS_yantie @denni_sauya @NgkongRoses @seruanhl @TaliUdeng @TukangBedah00 @mikuroQ @Urrangawak Nah klo yg ini gua sependapat... ini yg termasuk salah 1 orang yg gua kritisi jd menteri kabinet merah putih.,31
@DokterTifa @prabowo Pak @prabowo yg namanya bantu itu ga ada yang gratis. Dibalik itu mereka ada kepentingan. Jangan sampai kami dikorbankan. Tolong stop berhutang sama china. N juga stop juga TKA asing cina ke indonesia.Tangkap para koruptor dilingkaran kabinet merah putih. Dan stop contact jokowi,45
aduh salting bgt gw gulingin juga nih kabinet pemerintahan damn bro ngucapin pepero day in a very cutesy way (mules) https://t.co/YDHXql2wWa,21
@sajakajas YOURS IS WAY BETTERRRRRRRR makasih sudah jadi menteri di kabinet nrhs ya ajas sangat beruntung sekali bisa bekerjasama dengan anda membangun negeri nrhs indo ,25
Semiotika zaken kabinet setelah difahami oleh banyak pihak justru diabaikan oleh presiden Prabowo. Mengangkat orang yang tidak memiliki kompetensi. Salah satu adalah Budi Ari.. lanjutkan menurut anda siapa saja?,29
Bukti tahun 2022 sempet nemenin penyerahan petisi ke Asisten Deputi Bidang Sumber Daya Mineral dan Lingkungan Hidup Sekretariat Kabinet BapakÂ Troeno Marayoga SH. L.LM. Ntah sekarang beliau masih di Setkab gak ya hehehe https://t.co/zxtCrkHLuT,34
@mas_veel Prabowo menguasai 3 pemerintah. Eksekutif legislatif yudikatif didukung oleh rakyat yang luar biasa. Senjata politik beliau menguras para politik tikus. Orang orang nya di kabinet bekerja full time untuk swasembada pangan dan energi ,34
@LordBugis Bingung gue lihat ini orang bicara?yg anda bilang itu semua rakyat udah faham...semua kabinet itu bandit.lalu kita rakyat harus bagaimana??kita udah di buat bungkam oleh aparat yg tlah di seeting,31
Presiden Prabowo komit membangun sistem antikorupsi dan pemberantasan korupsi. Tapi apakah Pak Presiden tak sadar dengan formasi kabinet yang di dalamnya memiliki rekam jejak korupsi? Ulasan Achmad Zainuddin: https://t.co/5ValImF1Zt,29
@kementan @prabowo @Amran_Sulaiman1 Semoga kabinet Merah Putih smakin solit,9
Semoga info ini benar. Kalau benar terima kasih Presiden @prabowo dan staf kabinet terkait. https://t.co/mHXBIoeKsg,15
@tensorflov Dilihat dari kasus 2 wapres sebelumnya emang ada gebrakan di strategic work. Kalau gue melihat nya. Ini hanya sebuah sarana pengaduan masyarakat. Yang pake nama wapres aja. Yang gerak ya orang orang bawahan juga. Gak bakal sampe Ratas kabinet ,40
@siregar_najeges Wah Mahfud bisa masuk kabinet ni ,7
Jadi dengan susunan mentri-wakil mentri sekarang totalnya ada 100+ di kabinet. Ini di abdul majid kemang antasari jadi sering banget banget ada PM ngeblock jalan buat orang orang ini lewat ,30
@kompascom makin terpuruk... tidak ada yg bisa dibanggakan dari kabinet jastip si wowo. udah dibayang-bayangi siwiwi beban si samsul skrg malah ngemis minta cina ikutan mendanai makan siang gratis,29
Emang kerusakannya sdh parah nih bangsa. Berat juga pak @prabowo @Gerindra dg anggotaÂ² kabinet titipan Hari Mulyono. Tersangka malah dijdkan Duta..?. Tentu ada uang sakunya..? https://t.co/strNd31QD7,26
@prabowo #memajukankesejahteraanbangsa Pak Presiden RI @prabowo Seluruh rakyat sepakat mendukung Bapak dgn komitmen kabinet merah putih. Hanya perlu diwaspadai jangan terseret arus pertanggungan Pemerintah lalu dgn kabinet oligarki. Jangan jadi satria wirang. Biar rakyat yg menilai.,36
@tempodotco Di filling Kabinet isianya duit warna merah semua..gila para pejabat..hukum mati,12
@DoankWarto harusnya yg harus satu Visi dan Misi dgn Presiden adalah para Menteri Kabinet Merah Putih. kl kepala Daerah Hrs satu Visi Misi dgn Presiden mk UU Nomor 32 Th 2004 ttg Otonomi Daerah...HARUS di cabut dl. https://t.co/LOhjOdXM8W,38
Harusnya sih tak ada warga miskin di Indonesia lihat seluruh kabinet terisi uang semua. Hayo buru-buru cari air cari lap yg bersih.,22
Kalian kalian yang udah keluar dari kabinet Indonesia maju kalian semua anggota kabinet merah putih kalian di denda 20 trilyun perorang karna anda melanggar aturan negara jangan protes itu fakta HMM https://t.co/vqXAd0XZQT,32
@CNNIndonesia Yth : pak @prabowo Ternyata tugas pak @prabowo yang paling utama sbg presiden RI adalah menemukan obat GEBLEK ter-khusus untuk para pejabat di jajaran kabinet pak Prabowo sendiri.,29
Tema ini melambangkan semangat kebangsaan yang kuat mengajak untuk bersatu menjaga identitas nasional &amp; memperkuat rasa cinta terhadap Tanah Air. Seluruh rangkaian upacara diikuti dengan khidmat oleh seluruh peserta termasuk para Menteri &amp; Kepala Lembaga Kabinet Merah Putih.,38
 Bapak Presiden dalam programnya mempunyai visi misi disebut Asta Cita Kabinet Merah Putih. Di dalam Asta Cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan dan mendorong kemandirian bangsa melalui swasembada pangan &amp; energi.,39
@gustavssondhela Bermula dri kabinet yg korupsi,6
Perjalanan 100 Hari Kerja Kabinet Merah Putih Direktur P3S: Ada Empat yang Menunjukkan Kompetensinya via @kedaipenacom https://t.co/Mk9ZlO24ch,17
@tham878 Bagai kuman di seberang lautan tampak gajah di pelupuk mata tdk tampak bukankah di Kabinet Merah Putih patut diduga masih bercokol beberapa menteri pelaku korupsi ? Konon ada yg 11 kasus ada yg 2 kasus kenapa masih aman ? Kepala Desa berapa sih nilai korupsinya ?,47
@KompasTV PDI-P tidak usah bela2 Prabowo tidak juga akan diajak di kabinet !,13
Belum juga 100 hari kabinet kerja merah putih nya @prabowo cs gak presiden nya gak menteri2 nya memakai jabatan untuk ngebuzzer remuukk tenan @setkabgoid @bawaslu_RI https://t.co/XdGHwPsgM1,26
@tijabar Sejak mlihat kabinet merah putih diisi orang2 yg bmasalah dan tdk kompeten plus ada BUMN yg bisa jd mesin uang krn dirutnya adlh kader partai jd makin pesimis dgn pemerintahan ini untuk basmi korupsi kolusi dan nepotisme,38
@Donquixote_rizz @Mythicalforest @univ_indonesia Yg penting secara image lini kabinet semua punya gelar.,12
@mas_veel @bengkeldodo @AndreasSolusi @Rocky_Antonie @iam_zelt @temanduit @Yattie2023 @zy_zy_lestary @dika_maxelyou @0LaMasia196588 @cagubnyinyir2 @yonobubut70 @tekarok007 Ngeri stigmanya dulu radikal terus anti pancasila sekarang pendukung koruptor..! Kabinet sekarang yang pernah dipanggil KPK itu bagaimana ??,32
@geloraco Orang yg gampang dikhianati atau dibohongi anak buah jgn dikasi lagi jabatan krn itu indikasi beliau tdk becus jadi pimpinan. Semoga Budi Arie segera diresafel dari kabinet MP,29
Pak Presiden @prabowo yang kami hormati. Tolong buktikan janji Anda bahwa kabinet Anda bersih dari koruptor dan pelaku perbuatan jahat lainnya. Rakyat monitor kata politisi Demokrat siapa tuh namanya? ,29
Dari bidang keuangan hingga pemberdayaan perempuan mereka hadir untuk membawa perubahan. Berikut adalah daftar lengkap beserta peran 14 Srikandi Kabinet Merah Putih yang perlu #SobatJaktim tahu Sumber: @indonesiabaik.id #KabinetMerahPutih #Menteri #Perempuan #Kabinet2024 https://t.co/RTLl96uT3L,33
@PngAdilnR4kyt Fenomena dan bukti kekuatan Cawe Cawe masih berkuasa. Presiden Prabowo adalah satu satunya presiden yg tak memiliki hak prerogatif. Kabinet Cawe Cawe adalah 60% adalah susupan dari cita cita tiga periode. Hukum masih dikuasai oleh kekuasaan bengis.,38
@EviDrajat tong kosong nyaring bunyinya ...circle kabinet ente banyak koruptornya ... emang berani nangkep ... apa takut sama mereka karena mereka orangnya Pak Mul.....wkwkwk,24
Wkwkwkwkwkwk dilepeh tuh Nadiem sama Fufufafa. Udah bener aku curiga sejak awal Kabinet Indonesia Maju malah banyak yang mulai gak jelas gini.,22
@Tan_Mar3M @Kimberley_PS08 Sebutan mas Menteri pada menteri kabinet ini dalam rapat di dpr juga banyak disebut yaa,17
@prastow Nomenklatur kabinet kita skrgmemang masih utk merepresentasikan atau keterwakilan berdasar afiliasi atau kekuatan politik agama suku ras gender generasi/usia dan tentu kombinasi pula sbg individu yg memiliki background sbg akademisi politisi organisasi profesi dll,35
Patut Diapresiasi Analis Komunikasi Politik: Kinerja Beberapa Menteri di Kabinet Prabowo Mulai Tunjukkan Kemajuan https://t.co/fyrr33Nnty lewat @Keuangan News,18
@Boediantar4 Semoga bkn hanya upaya ganti pemain. Khawatir sering spt itu berdasarkan pengalaman. Namun yg pasti dgn hasil operasi pemberantasan website judol yg sangat banyak yg dilakukan kabinet baru menunjukkan bhw pemerintahan JKW yg lalu sangat rusak dlm hal pembiaran judol. Bangsat..,42
punya kabinet gemuk tapi masalah laporan tetep disuruh ke wapres. Buat apa itu banyak kementerian ~,16
@naracandraa @kompascom Coba selagi Presiden ke LN pimpin Sidang Kabinet Bidang Ekonomi saja dgn Menteri terkait bnyk .masalah: Kuota susu kontrol harga d stok sembako pupuk u/ petani PHK di industri Rencana PPN 12% dll. Dulu Pak Harto sidang disiarkan TV.,41
@Indonesiakuat77 Kabinet Merah Putih berfokus pada peningkatan kualitas kesehatan masyarakat,10
@garudadidada10 Program kerja kabinet ini sangat mendukung ekonomi rakyat.,9
@BeYumoi YANG MALING ITU KADER PARPOL YANG MENGOYAK-NGOYAK KEBIJAKAN PRESIDEN DI INTERNAL KABINET .. JANGAN PURA-PURA BEGO LOE ..,19
Terima Arahan Presiden dalam Rapat Kabinet Paripurna Menteri Nusron Diminta Concern Menata Ulang Tanah Negara https://t.co/g1QNyVRrqR,16
@vanc1Bozz @prabowo @denismalhotra Tadinya sih juga berharap karena sudah ditetapkan menang. Setelah dilantik dan melihat isi kabinet dan tindakan di awalÂ² kerja sepertinya 11 12 sama yang sebelumnya .,29
 Bapak Presiden dalam programnya mempunyai visi misi yang disebut dengan Asta Cita Kabinet Merah Putih. Di dalam Asta Cita ini yang ada kaitannya dengan tanah adalah swasembada pangan ,28
Kabinet yg dipenuhi koruptor da n penjahat HAM PENGHILANGAN PAKSAAKTIFIS97-98 @KejaksaanRI @dr @prabowo https://t.co/oYKNOyIHeU,14
Retreat kabinet : duit pribadi Uji coba maksi gratis : Hamba Allah Pesawat Presiden : eks haji isam Jadi bertanya-tanya ........ https://t.co/QwmOHSZq7A,22
@geloraco Peralihan ybs dari status presiden menjadi ketua partai dlm kegiatan kampanye itu apa disertai surat cuti ybs sbg presiden min @Gerindra ? Klo gk ada dan hanya membual kelen cuma amatiran belagak patriot yg gampang ditipu mulyono dan anjingÂ²nya di kabinet.,42
ANALOGI : Mau ngasih *makan anak* Ngutang Tetangga..! tapi saban hari Bergaya sok kaya tampil riya (kabinet gemuk). Mental pemimpin PENGEMIS . Kalau programnya TANGKAP SEMUA MALING UANG NEGARA untuk biayai makan gratis baru keren... Prabowo.. https://t.co/MVpzvIzkgE,37
@DarsAlexandra1 Maaf yg dbelakang @prabowo itu Kapasitas/Jabatannya apa dlm kabinet atau sbg ASN apa shg bs ikut perjalanan kenegaraan yg dibiayai APBN? Setahu gw kita msh Republik blm Kerajaan spt Saudi yg Salman dtemani Muh bin Salman! Mgk gw krg update susunan pejabat Mohon pcerahannya!,45
@kompascom Wkwkw kabinet Prabowo isinya org Munafik semua,8
@defenceview_id Tidak efisien sama seperti kabinet nya...,7
@detikcom Setelah masuk kabinet muka penjilatnya langsung kelihatan,8
Mindestnya 58% itu mirip sama junjungannya yg penting kerja bukan kerja yg penting. Makanya kabinet gendut diterima aja prokja ga sesuai tupksi sbg wapres diterima aja pajak tinggi tp duitnya ga tau kemana di terima aja. Giliran ada yg ngawal dilabelin pembenci. Masokis emang!,44
@DS_yantie Bahlul calon korupsi dan kabinet korupsi di periode ini makjn banyak loh,13
 Bapak Presiden dalam programnya mempunyai visi misi yang disebut dengan Asta Cita Kabinet Merah Putih. Di dalam Asta Cita ini yang ada kaitannya dengan tanah adalah swasembada pangan yaitu menetapkan sistem pertahanan &amp; mendorong kemandirian bangsa melalui swasembada pangan,39
Menurut ordal selama presiden ke LN ada satu kementerian yang lagi bersih2 jejak kasus lama karena sudah disorot kejaksaan ada rencana setelah presiden pulang audit seluruh kementerian terutama kementerian seken yang masuk dalam kabinet *FYI,35
Setelah terjebak utang kereta cepat kini nambah jebakan utang lagi utk makan gratis. Belum lagi biayai kabinet jumbo dan para pekerjanya. Jangan sampai terjadi di mana makan dianggarkan lauknya daging dlm kenyataan berubah jd telur atau bahkan tempe-tahu. Ini rentan dikorupsi,41
Sukses dan selamat buat bang ngabalin.anda salah satu di selamatkan allah dari api neraka zahanam .anda tdk masuk kabinet MP karena allah syang pada anda. Untuk rahasia illahi anda rasakan setelah tersungkur dari MP.karena jk anda kemarin masuk ke pejabat menteri. KEMUNAFIKAN .,43
@V3g3L Di tahan garaÂ² apa??? Emang buat kriminalitas atau korupsi??? Sih Zulkifli aja masih bebas loh malah jadi kabinet sekarang. Tidak diperiksa KPK! Soalnya sekolam. Sih Bahlil juga..,28
@frans_surya @pawangbanteng Anak abah itu umumnya simpatisan PKS. Tp dgn tiba2 PKS ningggalin abah dgn loncat pagar gabung KIM (demi dpt kursi di kabinet PS) dan nurut anjing pd KIM unt maju Pilgub DKI dgn RK Cagub &amp; Suswini jd Cawagub fix sdh hianati hati anak abah.. Gila bet anak abah disrh dukung Rido.. https://t.co/eLG5fHXugM,55
@bahlillahadalia @prabowo Wah... jangan sampai terjadi Kabinet Omon omon. Nyatanya: RUU Perkoperasian Global? &amp; Krisis Definisi Energi Nasional berkelanjutan! RPP Kebijakan Energi Nasional?,23
@kemgelapan Sekarang siapakah antony el goat di kabinet merah putih?,10
@Strategi_Bisnis Menteri2 di kabinet merah putih banyak yg latar belakang karirnya orang sawit wkwkw jd jelas arahnya ini :))),19
Gatot Nurmantyo: Kabinet seperti Kuda Troya kasus Tom Lembong jadi indikasi pembusukan dari dalam https://t.co/wNNZqa8eHr,15
@ARSIPAJA Kemana sekre kabinet dan ajudan pribadi nya? Tolong di ingatkan dong beliau ini presiden terpilih dengan beberapa hal bukan lagi capres yang gagal jadi presiden aneh betul,28
@CNNIndonesia 40 hari paska pelantikan kabinet mulai kelihatan kalang kabut nyebokin dan jilatin,13
@narkosun kasih kakak ini jabatan menteri di kabinet pemerintahan mantap kali cara menjilatnya bah wkwkkwwk,15
Di pemerintahan yg baru ini kami rakyat Indonesia berharap penuh pada Presiden @prabowo @DPR_RI untuk memperbaiki bangsa yg telah di acakÂ² oleh Jokowi selama ini.. Semoga kabinet yg baru juga jauh dari #DinastiMalingJokowi https://t.co/akQbLhLBe7,34
semoga diberkati dgn kesihatan yg baik dan kabinet yg cerdik sedikit supaya takde la pmx ni nak tanggung semua,19
Terima kasih kepada Pemerintahan @prabowo beserta Kabinet Merah Putih yang mendukung ketahanan keluarga baru kami @spesdelune Sebagai rakyat kecil berdoa semoga mampu menavigasi bangsa dalam menghadapi tantangan global. https://t.co/olBDb1O35x,29
@V3g3L Kabinet miskin kalo gini namanya.... baru mau mulai kerja udah tekor....,12
Pada upacara yang juga dihadiri Ketua Lembaga Tinggi Negara para Menteri Kabinet Merah Putih Panglima TNI Kapolri &amp; para Kepala Staf Angkatan tersebut Menhan Sjafrie yg didampingi putranya berkesempatan berziarah ke pusara sang ayah Letkol TNI (Purn) H. Sjamsoeddin Koernia.,40
Serta tanamkan nilai-nilai perjuangan untuk masa depan! Kehormatan Kebanggaan Kebersamaan. Salam HMTG Pangea Kabinet Askaradasa,15
@vita_AVP Salah Satu tugas kabinet merah putih itu bersihkan kotoran pimpinan ,11
Semangat anti korupsi harus dimulai dari lingkungan yang kecil &amp;pemerintah menyiapkan/mengakomodir Lembaga Pengaduan &amp;Pembinaan. Secara berkala Dalam 1 Bulan mengadakan Rapat Evaluasi. Dimulai Dari tingkatan Kelurahan - Kecamatan dst sampa terahir kabinet. Semua di PublikaÅŸÄ±ksan.,35
Sapa tahu ada pengganti an kabinet pean terpilih.ojo ngebacot ngalor ngidul Kabeh mbok musuhi terus konco an mbeh para pencundang politik jgn berpikir ðŸ‡®ðŸ‡©tidak ada kalian hancur kalian seperti parasit di dlm ðŸ‡®ðŸ‡© dan benalu presiden boleh ganti tapi yg kita bangun itu sistem nya.,45
Emang iya ya dr kabinet prabowo ada 7 orang yg terlibat kasus korupsi ? Wah ini sih bakalan jauh dr penanganan kasusÂ² korupsi alamatnya. https://t.co/UDugr0X2zS,25
Menteri Keuangan Sri Mulyani mengeluarkan surat edaran meminta pejabat negara dalam Kabinet Merah Putih untuk menghemat anggaran khususnya dalam belanja perjalanan dinas. Baca selengkapnya hanya di https://t.co/ZF7rqC86mP Sumber gambar : https://t.co/1JTk29vKth #Trending https://t.co/6oFFoammlT,33
@BANGSAygSUJUD @prabowo @0ctoberR1 @99propaganda @DarekaRendy @florieliciouss @gtobing2903 @Ndons_Back @Kimberley_PS08 @are_inismyname @yusufagro @tonybulumanu Gmana logika nya menjadi kekuatan dunia sementara hutang numpuk korupsi stadium 4 Hukum bisa berubah demi nafsu tahta dan tahta... Belum lagi dengan kabinet gemoy utk bagi2 ama parpol dan timses dgn isi nya para begal dan penimbun harta.... Lu blg optimis tp fakta gmana?,57
Prediksi bikin kabinet nama-nama menterinya lucuu banget ,7
Mari disimak bersama apkh tepat disebut kabinet residivis lantaran bbrp menkonya terlibat kasus? Kelak presdn Prabowo akan evaluasi. https://t.co/t0FvofpZin,19
Saat memimpin sidang kabinet Merah Putih pada 20 Oktober 2024 lalu Presiden Prabowo Subianto menyampaikan empat hal penting terkait judi online narkoba penyelundupan dan korupsi. Presiden Prabowo meminta penegak hukum tidak ragu menindak empat persoalan itu. Hal ini baru https://t.co/D39YDlPLC7,40
@Zay34562 Prabowo pernah tempeleng SBY saat msh jadi siswa di https://t.co/8FbGAGybni SBY pernah memecat Prabowo.Pada saat itu SBY Anggota Dewan Kehormatan. Tp namanya Dulur Dewe.skrg berada dlm satu kabinet SBY sebagai penasehat Presiden Prabowo Mereka saling melindungi sesama wong jowo,40
pemerintah bayar buzzer daripada naikin gaji guru merupakan amalan mereka yang mendorong kabinet tsb untuk masuk neraka jalur snmptn,19
@msaid_didu Akan susah diselesaikan karena investornya olighar yang dekat kekuasaan dan salah satu komisarisnya ada dalam kabinet saat ini,19
mendukung program pemerintahan Kabinet Merah Putih. Pemerintah berkomitmen akan terus mewaspadai berbagai risiko global dan merumuskan kebijakan untuk menjaga kepentingan Indonesia. Tetap optimis meski tantangan semakin dinamis..! Dari Konferensi Pers #APBNKiTa Edisi November,33
@Mdy_Asmara1701 Apa yang tidak boleh bagi rezim otoriter ? Justru seharusnya kabinet prabowo lebih menghargai undang-undang aturan kepatutan dan etika !,21
@detikcom Presiden saja tidak mandiri dalam nenentukan kabinet dan membuat keputusan ! bagaimana mungkin negara bisa mandiri ?,18
@tijabar Selamat datang di kabinet Prabowo Mulyono,7
@prastow Diluar permakluman bagi2 jabatan...sbnrnya Menko itu buat apa? Eksekusi jg ga bs ..hrsnya optimalkan aja Wapres utk mengatasi koordinasi kabinet ramping under koordinasi wapres dah cukup bgt.,28
Bagaimana pendapat kamu soal program prioritas Kabinet Merah Putih? Aspirasi apa lagi yang belum terakomodir? Mari kita kawal dan tagih hasil rencana kerja Kabinet Merah Putih untuk mengatasi berbagai masalah ketenagakerjaan di Indonesia (20/20),34
Presiden Prabowo dalam pidato pertamanya di Gedung MPR tgl 20 Oktober 2024 memandatkan Kabinet Merah Putih agar: Pemimpin harus bekerja untuk rakyat. (1/20),23
Nasib Pekerja di Era Kabinet Merah Putih Melihat Program Prioritas Kabinet Merah Putih untuk Atasi Masalah Ketenagakerjaan di Indonesia. [a thread] (20/20) https://t.co/POBuCdHVSW,23
Negeri ini benerÂ² sakit. Presiden down grade ikut caweÂ² pilkada di Jawa Tengah. Kabinet Merah Putih isinya koruptor dan judol. Wapres tidak punya kompetensi sbg pejabat. Ada negara di dalam negara (PIK 1 PIK 2 PIK 3) dengan ngorbanin rakyat pemilik tanah yg sah. #rungkad,45
@RomeoWalker19 @prabowo Kalo Pak Mahfud orang baik. Tidak lama lagilah masuk kabinet lagi,13
Utusan Khusus Presiden Bidang Pembinaan Generasi Muda dan Pekerja Seni. Itu jabatan Raggi di kabinet Merah Putih. Sekarang dia yang mendampingi Wapres saat tabur bunga yang biasanya adalah pekerjaan menteri Pendidikan dan Kebudayaan. https://t.co/ZhNrBljl6y,34
@kompascom Wah coba mempengaruhi kebijakan Pak. Prabowo menghapus judol dan pelindungnya tunggu aja hasil penyelidikan keseluruhan dari Polri dan pengumuman dari Mayor teddy sebagai sek. Kabinet. Ya.,27
Meskipun dalam kunjungan ke LN presiden Prabowo dalam arahannya kepada para Menteri dan jajaran Kabinet Merah Putih secara tegas tersirat menyatakan bahwa kendali pemerintahan tetap berada di Presiden RI. Simak Ibnu purna's video! #TikTok https://t.co/nIlXSOPH5F,35
Wei budi arie emang gak pantes kamu jadi menteri.. pak @prabowo tolong diganti saja ini di kabinet merah putih. Jangan sampe jd beban bapak di kemudian hari. Info jg sebenarnya dia gak masul menteri bapak kok kemarin. Krn dititip saja ya gak... ???,43
